id_igra,wmo,lat,lon,alt,state,name,start,end,total
EGM00062435,62435,25.45,30.533,78.0,  ,KHARGA,1948,1995,5223
EGM00062463,62463,27.15,33.717,16.0,  ,HURGUADA,1949,1991,2188
EGXUAE04942,04942,31.11,29.8,0.0,  ,DEKHEILA/AL DAKHELA,1937,1951,527
EGXUAE04946,04946,25.5,29.02,138.0,  ,AL-DAKHLA,1948,1956,2591
EGXUAE04950,04950,30.08,31.37,64.0,  ,ALMAZA,1937,1954,1084
EGXUAE04951,04951,29.75,31.3,25.0,  ,AL-MINYA,1939,1956,4137
EGXUAE04953,04953,28.37,28.93,220.0,  ,AL-WAHAT AL-BAHRIYA,1948,1956,1848
EGXUAE04956,04956,27.2,31.12,51.0,  ,ASYUT,1935,1956,4165
EGXUAE04958,04958,31.25,32.3,5.0,  ,BUR SAID,1939,1956,3793
EGXUAE04974,04974,31.62,25.93,24.0,  ,SIDI BARRANI,1949,1956,1563
EIM00003953,03953,51.9381,-10.2433,23.9,  ,VALENTIA OBSERVATORY,1949,2020,68358
ENM00026038,26038,59.3981,24.6028,32.9,  ,TALLINN-HARKU,1947,2020,49575
ERM00063021,63021,15.283,38.917,2325.0,  ,ASMARA,1977,1991,2299
ESM00078650,78650,13.567,-89.833,15.0,  ,ACAJUTLA,1974,1975,185
ESM00078663,78663,13.7,-89.117,621.0,  ,SAN SALVADOR/ILOPAN,1973,1976,689
ETM00063450,63450,9.0333,38.75,2354.0,  ,ADDIS ABABA-BOLE,1958,2019,11732
ETM00063478,63478,5.9,43.583,295.0,  ,GODE,1977,1988,237
EUM00061972,61972,-22.333,40.333,12.0,  ,ILE EUROPA,1973,2001,7597
EZM00011518,11518,50.1,14.2833,374.0,  ,PRAHA/RUZYNE,1949,1967,8770
EZM00011520,11520,50.0078,14.4469,302.0,  ,PRAHA-LIBUS,1969,2020,66917
EZM00011722,11722,49.08,16.62,195.0,  ,BRNO REBESOVICE,1996,2003,4516
EZM00011747,11747,49.4525,17.1347,214.8,  ,PROSTEJOV,2003,2020,12055
FGM00081401,81401,5.5,-54.033,4.0,  ,SAINT-LAURENT,1974,2001,3207
FGM00081405,81405,4.8222,-52.3653,8.0,  ,CAYENNE MATOURY,1953,2019,27508
FGM00081408,81408,3.883,-51.8,6.0,  ,SAINT GEORGES,1974,2000,2681
FGM00081415,81415,3.633,-54.033,104.0,  ,MARIPASOULA,1974,2004,1329
FIM00002836,02836,67.3667,26.6289,179.0,  ,SODANKYLA ARCTIC RESEARCH CENT,1920,2020,63513
FIM00002935,02935,62.3975,25.6708,139.0,  ,JYVASKYLA AIRPORT,1957,2016,54064
FIM00002963,02963,60.8139,23.4975,104.0,  ,JOKIOINEN OBSERVATORY,1957,2020,60413
FIM00002974,02974,60.3167,24.9667,58.0,  ,HELSINKI/SEUTALA,1949,1956,4544
FIXUAC00035,00035,60.2,24.92,47.0,  ,HELSINKI,1919,1942,1466
FIXUAE05506,05506,64.22,27.73,140.0,  ,KAJAANI,1920,1921,181
FIXUAE05507,05507,63.12,23.08,38.0,  ,KAUHAVA,1934,1935,611
FIXUAE05513,05513,63.32,30.5,115.0,  ,LIEKSA,1934,1935,148
FIXUAE05520,05520,60.57,28.63,25.0,  ,SUUR-MERIJOKI,1934,1935,418
FIXUAE05525,05525,59.78,21.37,16.0,  ,UTO,1934,1935,674
FIXUAE05526,05526,60.88,26.97,128.0,  ,UTTI,1934,1935,630
FJM00091650,91650,-12.5,177.05,26.0,  ,ROTUMA,1973,1980,6835
FJM00091680,91680,-17.75,177.45,13.0,  ,NADI AIRPORT,1949,2020,40035
FKM00088889,88889,-51.82,-58.4481,74.0,  ,MOUNT PLEASANT AIRPORT,1990,2020,21923
FKM00088890,88890,-51.7,-57.8667,51.0,  ,STANLEY,1948,1962,4603
FMM00091317,91317,7.383,143.917,4.0,  ,WOLEAI ATOLL,1979,1979,106
FMM00091334,91334,7.45,151.8333,3.0,  ,TRUK/CAROLINE IS.,1951,2020,44998
FMM00091348,91348,6.95,158.2,38.0,  ,PONAPE/CAROLINE IS.,1950,2020,52882
FMM00091356,91356,5.3333,163.0167,4.0,  ,KUSAIE/CAROLINES,1951,1958,1652
FMM00091413,91413,9.4833,138.0667,15.0,  ,YAP/CAROLINE IS.,1949,2020,44540
FMM00091434,91434,1.083,154.767,3.0,  ,KAPINGAMARANGI ATOL,1958,1979,487
FOM00006011,06011,62.0231,-6.7647,54.0,  ,TORSHAVN,1949,2020,49672
FPM00091902,91902,-4.05,-154.9833,7.0,  ,MALDEN ISLAND AF,1962,1962,274
FPM00091925,91925,-9.8061,-139.0356,51.0,  ,HIVA-OA,1968,2020,27965
FPM00091929,91929,-16.45,-151.75,3.0,  ,BORA-BORA,1974,1999,11160
FPM00091938,91938,-17.5553,-149.6145,2.0,  ,TAHITI-FAAA,1957,2019,40183
FPM00091941,91941,-14.95,-147.659,7.0,  ,RANGIROA,1978,1988,5720
FPM00091943,91943,-14.4833,-145.0333,2.0,  ,TAKAROA ATOLL,1973,2009,17249
FPM00091944,91944,-18.067,-140.95,3.0,  ,HAO,1971,1997,18186
FPM00091945,91945,-19.9061,-144.9494,2.0,  ,HEREHERETUE,1973,2010,7607
FPM00091946,91946,-20.7667,-138.55,2.0,  ,TUREIA,1970,1971,271
FPM00091948,91948,-23.1303,-134.9653,91.0,  ,MANGAREVA,1970,2020,26152
FPM00091952,91952,-21.817,-138.8,3.0,  ,MURUROA,1974,1997,6907
FPM00091954,91954,-23.35,-149.4833,2.0,  ,TUBUAI ISLAND,1973,2010,19527
FPM00091958,91958,-27.6183,-144.3347,2.0,  ,RAPA,1967,2020,27714
FRM00007005,07005,50.133,1.833,77.0,  ,ABBEVILLE,1974,1976,116
FRM00007070,07070,49.3,4.033,91.0,  ,REIMS,1974,1976,179
FRM00007110,07110,48.4442,-4.4119,99.0,  ,BREST-GUIPAVAS,1940,2020,62626
FRM00007130,07130,48.067,-1.733,37.0,  ,RENNES,1920,1996,1102
FRM00007145,07145,48.7744,2.0097,167.0,  ,TRAPPES,1949,2020,57620
FRM00007180,07180,48.6833,6.2167,225.0,  ,NANCY/ESSEY,1954,2010,32474
FRM00007190,07190,48.55,7.6333,154.0,  ,STRASBOURG,1920,1952,1364
FRM00007222,07222,47.15,-1.6,27.0,  ,NANTES,1973,1976,256
FRM00007255,07255,47.067,2.367,161.0,  ,BOURGES,1973,2001,3475
FRM00007265,07265,47.8,3.55,212.0,  ,AUXERRE,1974,1976,185
FRM00007280,07280,47.267,5.083,222.0,  ,DIJON,1974,1990,234
FRM00007354,07354,46.85,1.7167,164.3,  ,CHATEAUROUX,1957,1964,5082
FRM00007412,07412,45.667,-0.317,30.0,  ,COGNAC,1974,1994,356
FRM00007434,07434,45.867,1.183,402.0,  ,LIMOGES,1974,1976,190
FRM00007480,07480,45.717,4.95,200.0,  ,LYON-BRON,1948,1975,10582
FRM00007481,07481,45.7264,5.0778,250.0,  ,LYON-ST EXUPERY,1975,2011,35372
FRM00007510,07510,44.8306,-0.6914,51.0,  ,BORDEAUX MERIGNAC,1920,2020,61862
FRM00007577,07577,44.583,4.733,74.0,  ,MONTELIMAR,1973,1976,189
FRM00007602,07602,43.467,-1.533,71.0,  ,BIARRITZ,1973,1976,1055
FRM00007603,07603,43.683,-1.067,33.0,  ,DAX,1973,1977,328
FRM00007607,07607,43.917,-0.5,60.0,  ,MONT-DE-MARSAN,1974,1976,166
FRM00007627,07627,43.0,1.1,412.0,  ,SAINT GIRONS,1974,1976,158
FRM00007630,07630,43.633,1.367,154.0,  ,TOULOUSE BLAGNAC,1973,1984,1937
FRM00007645,07645,43.8569,4.4064,60.0,  ,NIMES-COURBESSAC,1949,2020,56628
FRM00007680,07680,43.417,6.75,6.0,  ,SAINT-RAPHAEL,1982,1982,230
FRM00007690,07690,43.65,7.2,4.0,  ,NICE,1973,1999,437
FRM00007761,07761,41.9181,8.7928,6.0,  ,AJACCIO,1951,2020,46973
FRXUAC03602,03602,48.07,5.03,310.0,  ,CHAUMONT,1953,1959,4616
FRXUAE05723,05723,48.85,2.33,60.0,  ,PARIS,1920,1920,270
FSM00061996,61996,-37.7953,77.5692,27.0,  ,MARTIN DE VIVIES,1951,2011,16637
FSM00061998,61998,-49.3522,70.2433,29.0,  ,PORT-AUX-FRANCAIS,1968,2018,15904
GBM00064500,64500,0.45,9.4167,12.0,  ,LIBREVILLE,1973,2020,13080
GBM00064501,64501,-0.7,8.75,3.0,  ,PORT-GENTIL,1950,2002,10586
GBM00064510,64510,2.083,11.483,599.0,  ,BITAM,1976,1986,483
GGM00037260,37260,43.017,41.033,118.0,  ,SUKHUMI (AGMS),1947,1992,37578
GGM00037395,37395,42.267,42.633,116.0,  ,KUTAISI,1973,1978,445
GGM00037409,37409,42.133,43.033,148.0,  ,SAKARA,1975,1977,126
GGM00037484,37484,41.633,41.6,32.0,  ,BATUMI,1968,1991,7554
GGM00037549,37549,41.6833,44.95,467.0,  ,TBILISI/NOVOALEXEYE,1946,2004,30083
GHM00065418,65418,9.5,-0.85,173.0,  ,TAMALE,1973,2008,1562
GHM00065467,65467,4.883,-1.767,9.0,  ,TAKORADI,1973,1979,135
GHM00065472,65472,5.6,-0.1667,68.0,  ,ACCRA/KOTOKA INTL,1973,1998,3276
GIM00008495,08495,36.15,-5.35,3.0,  ,GIBRALTAR,1951,2015,52600
GLM00004202,04202,76.533,-68.75,77.0,  ,PITUFFIK,1946,2006,50379
GLM00004220,04220,68.7081,-52.8517,43.0,  ,AASIAAT (EGEDESMINDE),1950,2020,46219
GLM00004231,04231,67.0,-50.8,46.0,  ,KANGERLUSSUAK,1946,1950,3155
GLM00004270,04270,61.1667,-45.4167,34.0,  ,MITTARFIK NARSARSUAQ,1946,2020,54905
GLM00004310,04310,81.6,-16.67,40.0,  ,NORD,1953,1972,10981
GLM00004320,04320,76.7694,-18.6681,11.0,  ,DANMARKSHAVN,1950,2020,43092
GLM00004339,04339,70.4844,-21.9511,70.0,  ,ITTOQQORTOORMIIT,1946,2020,28216
GLM00004340,04340,70.42,-21.97,22.0,  ,KAP TOBIN,1949,1980,18381
GLM00004360,04360,65.6111,-37.6367,54.0,  ,TASIILAQ (AMMASSALIK),1949,2020,45496
GLM00004417,04417,72.5803,-38.4586,3255.0,  ,GEOSUMMIT,2012,2020,5812
GLXUA042705,42705,63.43,-51.18,41.0,  ,MARRAK POINT,1947,1948,353
GLXUAC03499,03499,65.93,-36.68,57.0,  ,IKATEQ,1946,1947,111
GLXUAC03509,03509,77.23,-62.33,1704.0,  ,THULE,1954,1954,119
GLXUAE05845,05845,71.17,-24.4,5.0,  ,OSTSTATION,1930,1931,106
GMM00010034,10034,54.6333,9.35,20.0,  ,EGGEBECK,1949,1954,2824
GMM00010035,10035,54.5333,9.55,47.0,  ,SCHLESWIG,1954,2020,69055
GMM00010046,10046,54.383,10.15,31.0,  ,KEIL/HOLTENAU,1969,1994,15248
GMM00010113,10113,53.7139,7.1525,11.0,  ,NORDERNEY,2011,2020,6461
GMM00010122,10122,53.5333,7.8833,7.0,  ,JEVER,1949,1952,872
GMM00010184,10184,54.0978,13.4075,2.0,  ,GREIFSWALD,1950,2020,72375
GMM00010200,10200,53.3894,7.2269,0.0,  ,EMDEN-FLUGPLATZ,1952,2011,46395
GMM00010238,10238,52.8153,9.9247,70.0,  ,BERGEN,1969,2020,49449
GMM00010304,10304,52.7156,7.3175,19.0,  ,MEPPEN,1972,2020,22261
GMM00010307,10307,52.267,7.433,78.0,  ,NORDHORN,1971,1985,5346
GMM00010338,10338,52.467,9.7,55.0,  ,HANNOVER,1949,1997,44613
GMM00010384,10384,52.483,13.417,46.0,  ,BERLIN/TEMPELHOF,1941,1993,30570
GMM00010393,10393,52.2167,14.1167,112.0,  ,LINDENBERG,1905,2020,103675
GMM00010404,10404,51.733,6.267,43.0,  ,KALKAR,1971,1978,3052
GMM00010410,10410,51.4056,6.9686,153.0,  ,ESSEN-BREDENEY,1965,2020,58217
GMM00010419,10419,51.2333,7.6,458.0,  ,LUDENSCHEID,1949,1952,1004
GMM00010437,10437,51.13,9.28,223.0,  ,FRITZLAR/KASSELER,1977,2007,21333
GMM00010454,10454,51.85,10.7667,234.0,  ,WERNIGERODE,1950,1964,9806
GMM00010468,10468,51.55,12.0667,106.0,  ,OPPIN,2000,2006,3700
GMM00010486,10486,51.11,13.67,249.0,  ,WAHNSDORF,1950,2000,40165
GMM00010513,10513,50.8667,7.1333,91.0,  ,KOLN/BONN,1962,1965,1759
GMM00010548,10548,50.5617,10.3772,450.0,  ,MEININGEN,1969,2020,59826
GMM00010610,10610,49.95,6.57,367.0,  ,BITBURG,1954,1959,3760
GMM00010618,10618,49.6928,7.3264,376.0,  ,IDAR-OBERSTEIN,1971,2020,53441
GMM00010619,10619,49.65,7.3,426.0,  ,BAUMHOLDER (USA-AF),1974,1989,1342
GMM00010633,10633,50.05,8.33,139.0,  ,WIESBADEN,1946,1957,9837
GMM00010639,10639,50.017,8.667,135.0,  ,LANGEN,1973,1975,349
GMM00010642,10642,50.167,8.95,112.0,  ,HANAU,1969,1989,804
GMM00010659,10659,49.75,10.2,212.0,  ,KITZINGEN AAF,1971,1985,631
GMM00010687,10687,49.7,11.95,414.0,  ,GRAFENWOEHR,1970,1992,3151
GMM00010739,10739,48.8333,9.2,314.0,  ,STUTTGART/SCHNARRENBERG,1957,2020,63238
GMM00010764,10764,49.383,11.167,386.0,  ,FEUCHT(USA-AF),1979,1990,1528
GMM00010771,10771,49.4283,11.9022,417.0,  ,KUEMMERSBRUCK,1969,2020,52314
GMM00010828,10828,48.1,9.25,646.0,  ,SIGMARINGEN,1995,2007,7537
GMM00010866,10866,48.354,11.786,453.0,  ,MUNICH/RIEM,1946,1976,20686
GMM00010868,10868,48.2442,11.5525,484.0,  ,MUENCHEN-OBERSCHLEISSHEIM,1976,2020,51128
GMM00010921,10921,47.983,8.9,807.0,  ,NEUHAUSEN OB ECK,1971,1994,13874
GMM00010934,10934,47.65,9.4833,407.0,  ,FRIEDRICHSHAFEN,1909,1954,1299
GMM00010954,10954,47.8342,10.8667,756.0,  ,ALTENSTADT,1977,2020,17282
GMM00010962,10962,47.8019,11.0119,977.0,  ,HOHENPEISSENBERG,1982,2020,3813
GMXUAC00001,00001,48.02,7.83,268.0,  ,FREIBURG,1940,1942,1516
GMXUAC00002,00002,49.75,6.98,273.0,  ,TRIER,1939,1940,220
GMXUAC00006,00006,51.02,11.03,320.0,  ,ERFURT,1939,1942,465
GMXUAE05645,05645,53.58,6.68,0.0,  ,BORKUM,1919,1920,184
GMXUAE05685,05685,53.62,9.98,17.0,  ,HAMBURG,1910,1920,1104
GMXUAE05751,05751,54.67,9.4,24.0,  ,TARP,1919,1920,177
GOM00061968,61968,-11.583,47.283,3.0,  ,ILES GLORIEUSES,1973,2000,7379
GPM00078897,78897,16.2639,-61.5164,11.0,  ,LE RAIZET AERO,1952,2019,40752
GQM00091212,91212,13.4767,144.7944,75.4,  ,WEATHER FORECAST OFFICE,1945,2020,61627
GRM00016622,16622,40.5272,22.9714,6.7,  ,THESSALONIKI (AIRPORT),1955,2020,26113
GRM00016716,16716,37.8897,23.7417,43.1,  ,ATHINAI HELLINIKON,1949,2020,60616
GRM00016754,16754,35.3353,25.1819,35.0,  ,HERAKLEION (AIRPORT),1964,2020,38870
GTM00078637,78637,15.717,-88.6,1.0,  ,PUERTO BARRIOS,1974,1978,639
GTM00078641,78641,14.5333,-90.5667,1496.3,  ,GUATEMALA CITY,1973,1990,5620
GTM00078647,78647,13.917,-90.817,2.0,  ,SAN JOSE,1974,1978,1220
GVM00061831,61831,9.5667,-13.6167,49.0,  ,CONAKRY,1940,2000,13759
GVXUAAW1809,,11.3167,-12.3,1025.0,  ,LABE,1953,1957,3485
GVXUAAW1820,,10.3667,-12.0833,782.0,  ,MAMOU,1949,1953,2746
GVXUAAW1829,,10.3833,-9.3,377.0,  ,KANKAN,1945,1957,11475
HKM00045004,45004,22.3272,114.1686,24.0,  ,KOWLOON,1949,2020,79803
HMM00094997,94997,-53.1,73.7167,13.0,  ,HEARD IS.(THESPIT),1948,1954,2295
HOM00078501,78501,17.4,-83.9333,11.3,  ,SWAN ISLAND,1948,1980,22712
HOM00078720,78720,14.05,-87.25,1002.0,  ,TEGUCIGALPA,1976,1997,5493
HOM00078721,78721,14.3667,-87.6167,628.0,  ,SOTO CANO AB,2008,2012,298
HOW00011816,11816,13.3,-87.1833,49.1,  ,CHOLUTECA,1973,1975,767
HRM00013334,13334,43.517,16.433,128.0,  ,SPLIT/MARJAN,1956,1989,4568
HRM00014240,14240,45.8219,16.0336,123.0,  ,ZAGREB/MAKSIMIR,1955,2020,44886
HRM00014430,14430,44.0969,15.3403,78.0,  ,ZADAR RS,1982,2020,11700
HUM00012812,12812,47.267,16.633,221.0,  ,SZOMBATHELY,1982,1982,183
HUM00012843,12843,47.4333,19.1833,138.0,  ,BUDAPEST/PESTSZENTLORINC,1949,2020,56660
HUM00012942,12942,46.0,18.233,203.0,  ,PECS/POGANY,1973,1982,127
HUM00012982,12982,46.25,20.1,82.0,  ,SZEGED,1965,2020,37223
ICM00004018,04018,63.9806,-22.595,52.0,  ,KEFLAVIKURFLUGVOLLUR,1946,2020,66391
ICM00004089,04089,65.2833,-14.4,23.0,  ,EGILSSTADIR,1996,2020,2543
ICXUAE05424,05424,65.7,-18.0,4.0,  ,AKUREYRI,1909,1928,271
ICXUAE05425,05425,64.13,-21.9,61.0,  ,REYKJAVIK,1921,1939,270
IDM00096009,96009,5.1833,97.1333,87.0,  ,LHOKSEUMAWE/MALIKUSSALEH,1983,2020,24927
IDM00096011,96011,5.5167,95.4167,21.0,  ,BANDA ACEH/BLANG BINTANG,1973,2020,27988
IDM00096015,96015,4.25,96.1167,90.0,  ,MEULABOH/CUT NYAK DHIEN,1995,2020,12151
IDM00096035,96035,3.6403,98.8786,25.0,  ,KUALANAMU MEDAN,1973,2020,45164
IDM00096073,96073,1.55,98.8833,3.0,  ,SIBOLGA/PINANGSORI,1973,2020,24047
IDM00096075,96075,1.2667,97.6,6.0,  ,GUNUNG SITOLI/BINAKA,1989,2020,14349
IDM00096091,96091,0.9167,104.5333,18.0,  ,TANJUNG PINANG/KIJANG,1975,2020,22456
IDM00096109,96109,0.4667,101.45,31.0,  ,PEKAN BARU/SIMPANGTIGA,1973,2020,23057
IDM00096145,96145,3.2,106.25,3.0,  ,TAREMPA,1980,2020,13218
IDM00096147,96147,3.95,108.3833,2.0,  ,RANAI,1978,2020,24770
IDM00096163,96163,-0.7883,100.2808,3.0,  ,MIA PADANG,1973,2020,38124
IDM00096171,96171,-0.3333,102.3167,46.0,  ,RENGAT/JAPURA,1975,2020,17351
IDM00096179,96179,-0.4833,104.5833,31.0,  ,SINGKEP/DABO,1978,2020,22675
IDM00096195,96195,-1.6333,103.65,25.0,  ,JAMBI/SULTAN TAHA,1973,2020,12699
IDM00096207,96207,-2.0939,101.4698,782.0,  ,KERINCI/DEPATI PARBO,2007,2020,1006
IDM00096221,96221,-2.9,104.7,10.0,  ,PALEMBANG/ST. M. BADARUDIN II,1973,2020,29539
IDM00096237,96237,-2.1667,106.1333,33.0,  ,PANGKAL PINANG,1973,2020,33123
IDM00096249,96249,-2.75,107.75,44.0,  ,TANJUNG PANDAN/BULUH TUMBANG,1975,2020,15895
IDM00096253,96253,-3.8833,102.3333,16.0,  ,BENGKULU/PADANG KEMILING,1973,2020,28873
IDM00096273,96273,-4.45,105.183,19.0,  ,MENGGALA/ASTRA KSET,1976,1979,181
IDM00096295,96295,-5.1,105.1833,96.0,  ,TANJUNG KARANG/RADIN INTEN II,1976,2020,22074
IDM00096509,96509,3.3333,117.5667,6.0,  ,TARAKAN/JUWATA,1973,2020,14203
IDM00096529,96529,2.1167,117.45,26.0,  ,TANJUNG REDEP/KALIMARAU,1996,2020,4196
IDM00096535,96535,1.7667,109.3,15.0,  ,PALOH,1997,2020,4593
IDM00096565,96565,0.8833,112.9333,53.0,  ,PUTUSSIBAU/PAGSUMA,1998,2020,2353
IDM00096581,96581,-0.15,109.4,3.0,  ,PONTIANAK/SUPADIO,1974,2020,21928
IDM00096595,96595,-0.95,114.9,60.0,  ,MUARA TEWEH/BERINGIN,1994,2020,6352
IDM00096607,96607,-0.4844,117.1569,3.0,  ,SAMARINDA/TEMINDUNG,1993,2020,4172
IDM00096633,96633,-1.2667,116.9,3.0,  ,BALIKPAPAN/SEPINGGAN,1973,2020,21558
IDM00096645,96645,-2.7,111.7,25.0,  ,PANGKALAN BUN/ISKANDAR,1983,2020,15203
IDM00096655,96655,-2.225,113.9428,27.0,  ,PALANGKA RAYA/TJILIK RIWUT,1984,2020,10045
IDM00096685,96685,-3.4333,114.75,20.0,  ,BANJARMASIN/SYAMSUDIN NOOR,1973,2020,22104
IDM00096737,96737,-6.1167,106.1333,40.0,  ,SERANG,1984,2020,10845
IDM00096739,96739,-6.2333,106.65,46.0,  ,CURUG/BUDIARTO,1975,2020,15163
IDM00096749,96749,-6.1167,106.65,8.0,  ,JAKARTA/SOEKARNO-HATTA,1909,2020,46076
IDM00096773,96773,-6.55,107.667,110.0,  ,KALIJATI,1975,1993,1040
IDM00096781,96781,-6.9,107.583,740.0,  ,BANDUNG/HUSEIN,1961,1989,2478
IDM00096791,96791,-6.75,108.2667,50.0,  ,CIREBON/JATIWANGI,1984,2020,20250
IDM00096797,96797,-6.85,109.15,10.0,  ,TEGAL,1983,2020,21678
IDM00096801,96801,-7.333,108.25,335.0,  ,CIBEUREM/TASIK(AFB),1976,1994,625
IDM00096805,96805,-7.7333,109.0167,6.0,  ,CILACAP,1973,2020,25103
IDM00096839,96839,-6.9833,110.3833,3.0,  ,SEMARANG/AHMAD YANI,1973,2020,32628
IDM00096845,96845,-7.5167,110.75,0.0,  ,SURAKARTA/ADISUMARM,1973,1989,3567
IDM00096853,96853,-7.783,110.433,107.0,  ,ADISUCIPTO/JOGYAKAR,1973,1993,3047
IDM00096881,96881,-7.617,111.517,110.0,  ,MADIUN/ISWAHYUD AFB,1973,1993,3443
IDM00096925,96925,-5.85,112.6333,3.0,  ,SANGKAPURA (BAWEAN IS.),1973,2020,21348
IDM00096935,96935,-7.3772,112.7939,3.0,  ,JUANDA SURABAYA,1957,2020,41492
IDM00096947,96947,-7.967,112.7,526.0,  ,MALANG/ABDUL (AFB),1977,1993,586
IDM00096973,96973,-7.05,113.9667,3.0,  ,KALIANGET (MADURA IS),1983,2020,20727
IDM00096987,96987,-8.2167,114.3833,5.0,  ,BANYUWANGI,1986,2020,18853
IDM00097008,97008,3.5833,125.4667,38.0,  ,NAHA/TAHUNA,1990,2020,10196
IDM00097014,97014,1.5333,124.9167,80.0,  ,MENADO/ SAM RATULANGI,1973,2020,34809
IDM00097028,97028,1.0167,120.8,2.0,  ,TOLI-TOLI/LALOS,1985,2020,17561
IDM00097048,97048,0.5167,123.0667,2.0,  ,GORONTALO/JALALUDDIN,1976,2020,14791
IDM00097072,97072,-0.6833,119.7333,6.0,  ,PALU/MUTIARA,1975,2020,30956
IDM00097086,97086,-1.0405,122.7709,17.0,  ,LUWUK/BUBUNG,1991,2020,11048
IDM00097096,97096,-1.3833,120.7333,2.0,  ,POSO/KASIGUNCU,1984,2020,7161
IDM00097120,97120,-3.5,119.0,8.0,  ,MAJENE,1996,2020,9922
IDM00097146,97146,-4.1,122.433,50.0,  ,KENDARI/WOLTER MONG,1973,1992,1064
IDM00097180,97180,-5.0667,119.55,14.0,  ,UJUNG PANDANG/HASANUDDIN,1973,2020,40609
IDM00097192,97192,-5.4667,122.6167,2.0,  ,BAU-BAU/BETO AMBARI,1992,2020,12095
IDM00097230,97230,-8.75,115.1667,1.0,  ,DENPASAR/NGURAH RAI,1973,2020,37913
IDM00097240,97240,-8.55,116.0833,3.0,  ,PRAYA LOMBOK,1979,2020,24045
IDM00097260,97260,-8.4333,117.4167,3.0,  ,SUMBAWA BESAR/BRANGBIJI,1976,2020,20465
IDM00097270,97270,-8.55,118.7,2.0,  ,BIMA/M.SALAHUDDIN,1989,2020,21933
IDM00097300,97300,-8.6333,122.25,3.0,  ,MAUMERE/WAI OTI,1979,2020,22686
IDM00097340,97340,-9.6667,120.3333,12.0,  ,WAINGAPU/MAU HAU,1974,2020,35712
IDM00097372,97372,-10.1667,123.6667,108.0,  ,KUPANG/ELTARI,1973,2020,32679
IDM00097430,97430,0.7667,127.3667,23.0,  ,TERNATE/BABULLAH,1983,2020,16180
IDM00097460,97460,-0.6333,127.5,3.0,  ,LABUHA/OESMAN SADIK,1996,2020,7457
IDM00097502,97502,-0.8939,131.2858,3.0,  ,DEO SORONG,1987,2020,7951
IDM00097530,97530,-0.8833,134.05,3.0,  ,MANOKWARI/RENDANI,1992,2019,5317
IDM00097560,97560,-1.1833,136.1167,11.0,  ,BIAK/FRANS KAISIEPO,1973,2020,27181
IDM00097600,97600,-2.0833,126.0,2.0,  ,SANANA,1980,2020,11625
IDM00097686,97686,-4.0667,138.95,1660.0,  ,WAMENA,1991,2020,4946
IDM00097690,97690,-2.5667,140.4833,99.0,  ,JAYAPURA/SENTANI,1973,2020,4828
IDM00097724,97724,-3.7,128.0833,12.0,  ,AMBON/PATTIMURA,1978,2020,29500
IDM00097748,97748,-3.8,130.8333,3.0,  ,GESER,1984,2020,14975
IDM00097760,97760,-3.6667,133.75,3.0,  ,KAIMANA/UTAROM,1993,2018,3055
IDM00097810,97810,-5.6833,132.75,12.0,  ,TUAL/DUMATUBUN,1979,2020,15391
IDM00097876,97876,-6.1,140.3,16.0,  ,TANAH MERAH,1995,2020,2701
IDM00097900,97900,-7.9833,131.3,24.0,  ,SAUMLAKI/OLILIT,1978,2020,31580
IDM00097980,97980,-8.4667,140.3833,3.0,  ,MERAUKE/MOPAH,1987,2020,14229
INM00042027,42027,34.0833,74.8333,1585.0,  ,SRINAGAR,1962,2020,25132
INM00042056,42056,32.6667,74.8333,318.0,  ,JAMMU,2015,2020,1735
INM00042071,42071,31.6333,74.8667,229.0,  ,AMRITSAR,1957,2020,2575
INM00042079,42079,31.5333,76.9,874.0,  ,SUNDERNAGAR,2016,2020,1326
INM00042101,42101,30.3333,76.4667,251.0,  ,PATIALA,1975,2020,23742
INM00042103,42103,30.3833,76.7667,273.0,  ,AMBALA,1928,2020,18798
INM00042111,42111,30.3167,78.0333,683.0,  ,DEHRADUN,1973,2020,11830
INM00042123,42123,29.9167,73.8833,172.0,  ,GANGANAGAR,2015,2020,2209
INM00042165,42165,28.0,73.3,223.0,  ,BIKANER,1973,2020,16548
INM00042170,42170,28.25,74.9167,290.0,  ,CHURU,2015,2019,2307
INM00042182,42182,28.5833,77.2,211.0,  ,NEW DELHI/SAFDARJUNG,1930,2020,68510
INM00042189,42189,28.3667,79.4,167.0,  ,BAREILLY,1973,2020,6270
INM00042260,42260,27.15,77.9667,168.0,  ,AGRA,1926,2019,7839
INM00042273,42273,27.5667,81.6,123.0,  ,BAHRAICH,1973,2019,9170
INM00042299,42299,27.3333,88.6167,1756.0,  ,GANGTOK,2016,2020,1346
INM00042314,42314,27.4833,95.0167,110.0,  ,DIBRUGARH /MOHANBARI,1945,2020,32710
INM00042328,42328,26.9,70.9167,231.0,  ,JAISALMER,2015,2020,2674
INM00042339,42339,26.3,73.0167,217.0,  ,JODHPUR,1935,2020,63251
INM00042348,42348,26.8167,75.8,383.0,  ,JAIPUR / SANGANER,1973,2020,18736
INM00042361,42361,26.2333,78.25,205.0,  ,GWALIOR,1938,2020,43717
INM00042369,42369,26.75,80.8833,122.0,  ,LUCKNOW/AMAUSI,1967,2020,47938
INM00042379,42379,26.75,83.3667,78.3,  ,GORAKHPUR,1973,2020,32079
INM00042382,42382,26.983,84.85,79.0,  ,RAXAUL,1973,1978,1140
